District in Greater Cairo where you live,Which day of the week (Step III) are you filling the information for?,"How many HOURS did you spend at HOME/DORM today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at HOME/DORM (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at HOME/DORM (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at HOME/DORM (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at HOME/DORM (7.57 liters per min). 
Please insert your answer in real numbers","Water consumption for Washing dishes in a Dish Washing Machine during the time you spent at HOME/DORM (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption during Watering Plants during the time you spent at HOME/DORM (can vary widely but try to estimate the average amount of time water is poured).
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at HOME/DORM (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","How many HOURS did you spend at UNIVERSITY today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at THE UNIVERSITY (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at the UNIVERSITY (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at the UNIVERSITY (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at the UNIVERSITY (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Can you tell us about the type of OTHER PLACES you are filling the information for (restaurent? club? hanging around?, etc.)","How many HOURS did you spend at OTHER PLACES today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at OTHER PLACES (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at OTHER PLACES (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at OTHER PLACES (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at OTHER PLACES (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Water consumption for Washing Dishes in a Dish Washing Machine during the time you spent at OTHER PLACES (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at OTHER PLACES (7.57 liters per min). 
Please insert your answer in real numbers",
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,75.68,30.24,68.1,0,0,0,0.24,8,0,45.4,15.12,0.18,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",20,0,30.24,56.75,0,15,0,0.69,7,0,11.35,1.89,0,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Monday, October 30th 2023",20,104.06,30.24,79.45,0,0,0,5.4,4,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,141.9,30.24,68.1,75.7,0,60,2.5,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",10,94.6,30.24,34.05,0,0,0,2.12,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",24,94.6,30.24,68.1,0,0,0,2,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",6,151.36,30.24,34.05,0,0,0,1.76,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, November 1st 2023",19,0,30.24,34,0,0,0,1,5,0,11.35,15.12,0.5,N.A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",17,236.5,30.24,68.1,0,0,0,5.4,7,0,45.4,18.9,2.4,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",4,66.22,30.28,22.7,0,0,0,0.46,6.5,0,11.35,7.56,0.6,hanging around,6,0,15.12,0,0.3,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",10,94.6,30.28,22.7,30.28,0,0,3.6,4,0,0,3.78,0,N/A,3,94.6,3.78,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",11,189.2,30.28,34.05,0,0,0,1,4,0,0,3.78,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,189.2,30.28,56.75,0,0,0,1.2,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 31st 2023",23,0,30.618,22.7,0,0,1.75,0.7,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",5,94,30.77,45.6,0,0,0,0.6,12,0,33.9,37.8,1.2,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Thursday, November 2nd 2023",12,146.63,32.12,22.7,64.35,0,0,1.5,12,0,11.35,1.9,1.66,0,0,0,0,0,0,0,0,
"Hada'iq al-Qubbah  , حدائق القبة","Sunday, October 29th 2023",15.5,170.28,33.18,22.7,0,0,0,3.25,6.5,0,22.7,2.205,1,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Monday, October 30th 2023",3.5,283.8,34,11.35,0,0,0,1.2,11,0,11.35,18.9,3,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,141.9,34,102,0,0,0,3,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",15,66.22,34.02,45.4,15.14,0,0,2.4,0,0,0,0,0,Revolt Gym,3,0,0,0,1,0,7.56,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Monday, October 30th 2023",11,122.98,34.02,56.75,75.7,15,3,2,10.5,0,34.05,11.34,1.2,gym ,2,56.76,7.56,0,1,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",10,47.3,34.02,34.05,0,0,0,0.92,2,0,0,0,0,club,4,0,15.12,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",16,94.6,34.02,56.75,0,15,0,1.2,3,0,0,0,0,Restaurant ,5,0,3.78,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",20,47.3,34.02,45.4,0,0,0,1.8,0,0,0,0,0,"gym, friend's house, petrified forrest ",4,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",11,189.2,34.02,34.05,30.28,0,0,1.8,5.5,0,11.35,3.78,0.6,golden square,2,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",22.5,47.3,34.02,45.4,0,0,0,1.2,1.5,0,0,0,0,N/A ,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",16,141.9,34.02,56.75,0,0,0,4.8,8,0,45.4,22.68,1.2,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, November 1st 2023",7,283.8,34.02,56.75,75.7,15,0,2.4,6,0,0,7.56,0.6,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 29th 2023",20,141.9,34.02,45.4,37.85,15,0,1,4,0,0,4,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",18,0,34.02,56.75,7.57,0,0,1.15,6,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 31st 2023",24,0,34.02,90.8,0,0,0,4.2,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,94.6,34.02,90.8,0,0,0,0.24,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",18,0,37.5,34.05,0,0,0,1.8,6,0,11.35,3.78,1.2,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",16.5,75.68,37.8,45.4,105.98,0,0,2.4,6,0,0,0,1.2,gym,1.5,0,0,0,1,0,0,
"Ash-Shurūq , الشروق","Wednesday, November 1st 2023",7,94.6,37.8,34.05,0,0,0,2.4,6,0,22.7,18.9,1.2,restaurant ,2,0,18.9,22.7,0.6,0,0,
AUC Dorm,"Thursday, November 2nd 2023",4,189.2,37.8,11.35,113.57,0,0,1,4,0,11.35,3.78,1,Hanging around,2,0,0,11.35,0.5,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",20,236.5,37.8,34.05,0,0,0,2,0,0,0,0,0,field trip,4,0,3.78,11.35,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",20,94.6,37.8,45.4,0,0,0,1.2,4,0,0,0,0,N/A ,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Monday, October 30th 2023",8,0,37.8,45.4,0,0,0,1.15,8,0,34.05,15.12,1.8,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",11,0,37.8,45.4,0,0,0,1.8,4,0,0,3.78,1.2,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Monday, October 30th 2023",12,378.4,37.8,68.1,0,0,0,1.2,6,0,0,0,1.2,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 29th 2023",10,94.6,37.8,56.75,37.85,0,0,3,6,0,22.7,18.9,1,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",16,189.2,37.8,56.75,45.42,15,0,0.7,8,0,11.35,11.34,1,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",15,0,37.8,141.9,0,0,0,0.6,9,0,45.4,3.78,1,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",8,331.1,37.8,56.75,75.7,15,0,1.8,6,0,0,11.34,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",17,283.8,37.8,79.45,60.56,0,0,4.2,5,0,11.35,7.56,0.6,N/A,0,0,0,0,0,0,0,
"Al-'Ubūr [El Ubour] , العبور","Tuesday, October 31st 2023",7,47.3,37.8,34.05,0,0,0,1.8,6,0,0,3.78,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",19,189.2,37.8,56.75,37.85,0,0,3.6,3,0,0,3.78,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",20.5,189.2,37.8,56.75,0,30,0,1.8,3.5,0,11.35,1,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",14,94.6,37.8,0,0,0,0,1,10,0,0,37.8,0.5,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Wednesday, November 1st 2023",17,47.3,37.8,45.4,0,0,0,0.7,7,0,11.35,7.56,0.5,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",14,94.6,37.8,113.5,0,0,0,0.5,10,0,0,0,0.5,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",17,75.68,37.8,56.75,0,0,0,0.24,7,0,34.05,11.34,0.15,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Monday, October 30th 2023",18,66.22,37.8,45.4,7.57,0,0,0.8,6,0,11.35,3.78,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Thursday, November 2nd 2023",19,94.6,37.8,56.75,7.57,0,0,0.8,5,0,11.35,3.78,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Sunday, October 29th 2023",15,141.9,37.8,34.05,54.25,0,0,2.4,9,0,0,3.78,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Monday, October 30th 2023",12,0,37.8,34.05,0,0,0,1.8,12,0,0,0,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Thursday, November 2nd 2023",18,0,37.8,34.05,75.7,0,0,1.2,6,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Sunday, October 29th 2023",8,283.8,37.8,68.1,0,0,0,1.2,5,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",17,340.56,37.8,56.75,0,30,3,0.6,5,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",24,170.28,37.8,90.8,8.4,0,0,5.5,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 31st 2023",24,151.36,37.8,68.1,0,15,3,4,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,94.6,37.8,79.4,0,0,0,2.5,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Tuesday, October 31st 2023",24,0,37.8,34.05,0,0,0,2.1,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",24,141.9,37.8,272.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",7,130.26,38.06,68.1,85.46,0,0,1.8,3,0,11.35,8.08,0.6,restaurant ,2.5,0,5.62,0,0.6,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",24,200,40,33.9,0,15,0,1.5,0,0,0,0,0,N.A.,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",17,141.9,41.58,22.7,0,0,0,1.8,0,0,0,0,0,hanging out and restaurent,7,0,7.56,11.35,1.2,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,208.12,41.58,22.7,0,0,0,2,6,0,11.35,3.78,0.6,training ,2,0,3.78,0,1,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Thursday, November 2nd 2023",10,283.8,41.58,34.05,0,0,0,1.8,4,0,0,7.56,1.2,club,2,0,3.78,11.35,0.6,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, November 1st 2023",20,331.1,41.58,45.4,0,0,0,0.575,4,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",16,113.52,41.58,34.05,0,0,0,1.5,8,0,11.35,3.78,0,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Tuesday, October 31st 2023",11,144,41.58,56.75,0,0,0,6,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",9,165.07,41.6,22.7,0,0,0,1.6,8,0,11.35,1.89,2.4,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Wednesday, November 1st 2023",8.5,150.35,42,11.35,0,0,0,1.9,8,0,22.7,3.6,3.6,club,1.5,0,7.56,0,0.6,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",4,104.1,43.47,22.7,0,0,0,0.6,12,0,45.4,15.12,2.6,restaurant ,3,0,3.3,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",7,85.82,43.47,45.4,0,0,0,0.9,6,0,22.7,4.41,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",4,0,43.88,34.05,49.12,0,0,1.15,7,0,45.4,22.14,1.8,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",18,180,45,90,0,15,1,3,0,0,0,0,0,restaurant,3,0,3.78,11.35,1.2,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",3,189.2,45.36,22.7,0,0,0,1.2,5,0,34.05,37.8,1.2,sisters house,4.5,0,22.68,22.7,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",18,0,45.36,102.15,7.57,15,0,2.5,4,0,22.7,7.56,0,hanging around,2,0,3.78,11.35,0.6,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Wednesday, November 1st 2023",18,189.2,45.36,45.4,0,15,3,2,5,0,22.7,15.12,1.2,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,227,45.36,56.75,0,15,0,1.15,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Madīnat Sittah Uktūbar [6th of October City] , 6 أكتوبر","Tuesday, October 31st 2023",16,18.92,45.4,113.5,0,0,0,2.5,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Sunday, October 29th 2023",16,145.68,45.42,22.7,25.7,0,0,1.73,9,0,0,0,0.6,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,189.2,47.8,56.75,0,0,0,1,8,0,11.35,11.34,1,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",19,0,49.14,102.15,7.57,15,0,2.5,3,0,22.7,3.78,0,hanging around,2,0,3.78,0,0.6,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",11.5,113.52,50.1,45.4,0,15,0,2.6,0,0,0,0,0,club,2,0,1.26,0,1.6,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, November 1st 2023",6,154,52.92,34.05,0,0,0,2.3,9,0,45.4,19,0.7,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",24,0,56.7,113.5,0,0,0,we did not water the garden today,0,0,0,0,0,I did not go anywhere today,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",14,0,56.7,22.7,0,0,0,0.46,7,0,11.35,7.56,0.6,mall,3,0,18.9,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",17.5,85.14,56.7,56.75,0,0,0,1.2,5,0,0,0,0,"Cafe, flower shop",6.5,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",19,0,56.7,113.5,45.42,0,0,2.3,1.25,0,0,0,0,Running errands,2,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",15,66.22,56.7,79.45,68.13,0,0,3,7,0,0,7.56,0.6,Hanging around at friends house,2,0,3.78,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",8,75.68,56.7,170.25,0,0,0,1.8,5.25,0,22.7,11.34,1.8,I was studying at a cafe,2,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",17,198.66,56.7,90.8,7.57,15,50,2,6,0,34.05,7.56,0.6,hanging around ,1,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",17,151.36,56.7,113.5,60.56,0,0,4,7,0,11.35,3.78,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,189.2,56.7,124.85,0,0,0,6,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",24,189.2,56.7,79.45,0,0,0,1.8,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Tuesday, October 31st 2023",24,0,56.7,79.45,0,0,0,0.2,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",24,0,56.7,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",24,208.12,56.7,45.4,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,141.9,57,45.4,68.13,0,0,1.8,8,0,0,0.6,0,N/A ,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Monday, October 30th 2023",12,198.66,58.023,90.8,0,0,0,4.42,3,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",6,0,60.43,45.4,42.99,0,0,2.1,4,0,34.05,12.2,1.2,N/A ,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",14,350.02,60.48,68.1,0,0,0,2,1,0,0,0,0,mall and hanging around ,9,0,15.12,45.4,1.2,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, November 1st 2023",4,0,60.48,34.05,0,0,0,0.23,1,0,0,0,0.23,hanging out,4,0,0,0,0.6,0,0,
AUC Dorm,"Wednesday, November 1st 2023",17,0,60.48,22.7,89.32,0,0,2.73,7,0,11.35,1.8,0.43,0,0,0,0,0,0,0,0,
AUC Dorm,"Monday, October 30th 2023",20,47.3,66.94,34.05,15.14,0,0,0.38,4,0,0,1.07,0,N/A ,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",23,227.04,68.04,124.85,22.71,15,150,3,0,0,0,0,0,hanging around,1,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",13,94.6,68.22,34.05,0,0,0,1.2,5,0,0,0,0.6,gas station,6,0,3.78,0,0.5,0,0,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",11.75,47.3,70.67403,90.8,0,0,0,9.1264,4.75,0,11.35,0.315,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",3,18.92,71.82,170.25,15.14,15,0,1.5,6,0,22.7,94.5,0,gym,4,9.46,7.56,154.7,2,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 29th 2023",8,151.36,71.82,56.75,0,0,0,1.2,6,0,11.35,49.14,1.2,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",20,94.6,75.6,45.49,0,0,0,1.2,4,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",11,0,80.28,90.8,101.81,0,0,3.45,5,0,11.35,9.67,0.8,N/A,0,0,0,0,0,0,0,
"Ad-Duqqī , الدقي","Sunday, October 29th 2023",6,911.471,94.5,34.05,0,0,0,4.53,9,0,22.7,37.8,1.2,N/A,0,0,0,0,0,0,0,
"Ad-Duqqī , الدقي","Tuesday, October 31st 2023",13,"1,135",99.981,34.05,0,0,0,4.6,0,0,0,0,0,hair dresser and restaurant ,6,141.9,96,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",7,109.1684,104.25,56.75,52.83,0,0,2.63,0,0,0,0,0,restaurant ,2.5,0,0,0,0.6,0,0,
"Ad-Duqqī , الدقي","Wednesday, November 1st 2023",8,756.8,120.96,45.4,0,0,0,3,6,0,22.7,64.26,2,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",7,179.74,121.12,45.4,0,0,0,1.2,5,0,11.35,7.56,0.6,N/A,0,0,0,0,0,0,0,
"Ad-Duqqī , الدقي","Monday, October 30th 2023",9,1135.2,132.3,68.1,0,0,0,6,4,0,11.35,18.9,0.6,restaurant,3,0,18.9,0,0.6,0,0,
"Ad-Duqqī , الدقي","Thursday, November 2nd 2023",12,1182.5,136.08,45.4,0,0,0,3,2,0,0,18.9,0,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 29th 2023",8,283.8,,68.1,113.55,30,0,2.4,6,0,0,7.56,0.6,hospital,1,0,0,0,0,0,113.55,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",24,75.68,,56.75,75.7,0,0,1.5,0,0,0,0,0,N/A,0,0,0,0,0,0,75.7,
